name,description,agency,link,error
Healthier Choice Symbol Development Scheme (HDS),"Worth up to $200,000/project of grant support to support the R&D of products to obtain the Healthier Choice Symbol (HCS) certification. HDS is offered for products that are not yet HCS certified.",Health Promotion Board (HPB),https://www.hpb.gov.sg/healthy-living/food-beverage/healthier-ingredient-schemes/</healthy-living/food-beverage/healthier-ingredient-development-scheme/healthier-choice-symbol-development-scheme-hds>,False
Go-To-Market Scheme (GTMS),"Worth up to $300,000/year of grant support to support the commercialisation and marketing of Healthier Choice Symbol (HCS) products. GTMS is offered for products that are already HCS certified.",Health Promotion Board (HPB),https://www.hpb.gov.sg/healthy-living/food-beverage/healthier-ingredient-schemes/</healthy-living/food-beverage/healthier-ingredient-development-scheme/go-to-market-scheme>,False
Healthier Choice Symbol Development Scheme (HDS),"Worth up to $200,000/project of grant support to support the R&D of products to obtain the Healthier Choice Symbol (HCS) certification. HDS is offered for products that are not yet HCS certified.",Health Promotion Board (HPB),https://www.hpb.gov.sg/healthy-living/food-beverage/healthier-ingredient-schemes/</healthy-living/food-beverage/healthier-ingredient-development-scheme/healthier-choice-symbol-development-scheme-hds>,False
Go-To-Market Scheme (GTMS),"Worth up to $300,000/year of grant support to support the commercialisation and marketing of Healthier Choice Symbol (HCS) products. GTMS is offered for products that are already HCS certified.",Health Promotion Board (HPB),https://www.hpb.gov.sg/healthy-living/food-beverage/healthier-ingredient-schemes/</healthy-living/food-beverage/healthier-ingredient-development-scheme/go-to-market-scheme>,False
Productivity Solutions Grant (PSG),Eligible SMEs can receive funding support from the Productivity Solutions Grant (PSG) or other relevant grants to implement digital solutions in the Marine and Offshore Engineering IDP.,Infocomm Media Development Authority (IMDA),https://www.imda.gov.sg/programme-listing/smes-go-digital/industry-digital-plans/<https:/www.businessgrants.gov.sg/>,False
Refundable Investment Credit (RIC),"The Refundable Investment Credit (RIC) encourages companies to undertake substantive and high-value economic activities in Singapore. The RIC is a tax credit with a refundable cash feature, designed to be consistent with the Global Anti-Base Erosion (""GloBE"") rules for Qualified Refundable Tax Credits. The RIC activities and expenditure categories are aligned with the four pillars of our Singapore Economy 2030 vision (i.e. trade, enterprise, manufacturing and services) and our green transition goals.",Singapore Economic Development Board (EDB),https://www.edb.gov.sg/en/how-we-help/</en/grants/incentives-and-schemes/refundable-investment-credit.html>,False
Pioneer Certificate Incentive (PC) & Development and Expansion Incentive (DEI),"The Pioneer Certificate Incentive (PC) and the Development and Expansion Incentive (DEI) aim to encourage companies to grow capabilities and conduct new or expanded economic activities in Singapore. Companies that carry out global or regional headquarters (HQ) activities of managing, coordinating and controlling business activities for a group of companies may also apply for DEI for the HQ activities.",Singapore Economic Development Board (EDB),https://www.edb.gov.sg/en/how-we-help/</en/grants/incentives-and-schemes/pioneer-industries-manufacturing.html>,False
Finance & Treasury Centre (FTC) Incentive,The Finance and Treasury Centre (FTC) Incentive aims to encourage companies to grow treasury management capabilities and use Singapore as a base for conducting strategic finance and treasury management activities.,Singapore Economic Development Board (EDB),https://www.edb.gov.sg/en/how-we-help/</en/grants/incentives-and-schemes/finance-treasury-centre-incentive.html>,False
Aircraft Leasing Scheme (ALS) & Aircraft Investment Manager (AIM) Incentive,The Aircraft Leasing Scheme (ALS) and Aircraft Investment Manager (AIM) Incentive aim to encourage companies to develop aircraft leasing capabilities and grow the aircraft leasing industry in Singapore.,Singapore Economic Development Board (EDB),https://www.edb.gov.sg/en/how-we-help/</en/grants/incentives-and-schemes/aircraft-leasing-scheme-and-aircraft-investment-manager-incentive.html>,False
Intellectual Property (IP) Development Incentive (IDI),The IP Development Incentive (IDI) aims to encourage the use and commercialisation of intellectual property rights arising from research and development (R&D) activities.,Singapore Economic Development Board (EDB),https://www.edb.gov.sg/en/how-we-help/</en/grants/incentives-and-schemes/intellectual-property-development-incentive.html>,False
Partnerships for Capability Transformation (PACT) Scheme,"This scheme was introduced to help original equipment manufacturers (OEMs), and their suppliers cover a portion of costs related to equipment, materials, testing, and professional services.",Singapore Economic Development Board (EDB),https://www.edb.gov.sg/en/how-we-help/</en/grants/incentives-and-schemes/partnerships-for-capability-transformation-pact-scheme.html>,False
Research and Innovation Scheme for Companies (RIS(C)),"The Research and Innovation Scheme for Companies (RIS(C)) aims to encourage companies’ technology development and innovation activities, to bring about the development of product and processes from Singapore.",Singapore Economic Development Board (EDB),,False
Tech@SG Programme,"The Tech@SG Programme aims to help fast-growing companies establish their core teams in Singapore and more quickly capture business opportunities here and in the region. Jointly administered by EDB and Enterprise Singapore, the programme will facilitate the entry of global technology talent for eligible companies.",Singapore Economic Development Board (EDB) and Enterprise Singapore,https://www.edb.gov.sg/en/how-we-help/</en/grants/incentives-and-schemes/tech-sg.html>,False
Tech.Pass,"Tech.Pass is a visa that allows established tech entrepreneurs, leaders or technical experts from around the world to come to Singapore to perform frontier and disruptive innovations. The pass is administered by the Singapore Economic Development Board.",Singapore Economic Development Board (EDB),https://www.edb.gov.sg/en/how-we-help/</en/grants/incentives-and-schemes/tech-pass.html>,False
Training Grant for Company (TGC),"The Training Grant for Company (TGC) aims to encourage manpower capability development in applying new technologies, industrial skills and professional know-how through the support of training programmes for companies’ employees.",Singapore Economic Development Board (EDB),,False
Resource Efficiency Grant for Emissions (REG(E)),"The Resource Efficiency Grant for Emissions (REG(E)) encourage manufacturing companies and data centres to invest in projects that improve energy efficiency, reduce non-CO2 Greenhouse Gases (“GHG”) consumption or other forms of eligible emissions reduction.",Singapore Economic Development Board (EDB),https://www.edb.gov.sg/en/how-we-help/</content/dam/edb-en/how-we-help/incentive-and-schemes/Information%20-%20Resource%20Efficiency%20Grant%20for%20Emissions.pdf>,False
Land Intensification Allowance (LIA),The Land Intensification Allowance (LIA) aims to encourage the intensification of industrial land use towards more land-efficient and higher value-added activities.,Singapore Economic Development Board (EDB),https://www.edb.gov.sg/en/how-we-help/</content/dam/edb-en/how-we-help/incentive-and-schemes/factsheets/LIA%20Factsheet.pdf>,False
Sustainability Reporting Grant (SRG),The Sustainability Reporting Grant (SRG) aims to provide funding support for companies to cover a portion of their costs in producing their first sustainability report in Singapore that is to be consistent with the International Sustainability Standards Board’s (ISSB) standards.,Singapore Economic Development Board (EDB),https://www.edb.gov.sg/en/how-we-help/</content/dam/edb-en/how-we-help/incentive-and-schemes/factsheets/SRG%20Factsheet.pdf>,False
Carbon Project Development Grant,The grant aims to support companies in performing early-stage carbon project development and financing activities that could generate high-quality Article 6 carbon credits. The grant also seeks to support Singapore-based carbon project developers in establishing project development capabilities in Singapore and further nurture Singapore’s carbon services ecosystem.,Singapore Economic Development Board (EDB),https://www.edb.gov.sg/en/how-we-help/</content/dam/edb-en/how-we-help/incentive-and-schemes/factsheets/Carbon%20Project%20Development%20Grant%20Factsheet.pdf>,False
Maritime Cluster Fund (MCF),"Introduced by the Maritime and Port Authority of Singapore (MPA), the Maritime Cluster Fund (MCF) facilitates the growth of Singapore's maritime cluster by supporting the industry's manpower and business development efforts as well as its drive for productivity improvements. There are three key components under MCF.",Maritime and Port Authority of Singapore,https://www.mpa.gov.sg/regulations-advisory/maritime-singapore/what-maritime-singapore-offers/programmes-to-support-your-maritime-business/maritime-cluster-fund-(mcf),False
MCF-Manpower Development,"The MCF-Manpower Development co-funds maritime companies in the development of manpower, training initiatives and capabilities.",Maritime and Port Authority of Singapore,https://www.mpa.gov.sg/regulations-advisory/maritime-singapore/what-maritime-singapore-offers/programmes-to-support-your-maritime-business/maritime-cluster-fund-(mcf),False
MCF-Business Development,"The MCF-Business Development supports eligible expenses incurred in the setting up of new maritime operations or expansion into new lines of maritime businesses in Singapore, and internationalisation efforts by maritime companies.",Maritime and Port Authority of Singapore,https://www.mpa.gov.sg/regulations-advisory/maritime-singapore/what-maritime-singapore-offers/programmes-to-support-your-maritime-business/maritime-cluster-fund-(mcf),False
MCF-Productivity,The MCF-Productivity supports initiatives by the maritime industry that will lead to productivity gains. (The MCF-Productivity scheme is under review and currently not accepting new applications.),Maritime and Port Authority of Singapore,https://www.mpa.gov.sg/regulations-advisory/maritime-singapore/what-maritime-singapore-offers/programmes-to-support-your-maritime-business/maritime-cluster-fund-(mcf),False
Service and Job Transformation Leadership Programme (SJTL),"The programme aims to equip the service industry leaders with problem solving tools and techniques to decrease reliance on manpower, innovate and improve productivity through service design. Enterprises can learn about applicable service design tools and techniques, best practices through overseas company visits and Job redesign methods to future proof their businesses.",Workforce Singapore,https://www.wsg.gov.sg/home/employers-industry-partners/workforce-development-job-redesign/<https:/sjtlp.sgpc.sg/>,False
A job redesign grant for all sectors (PSG-JR),"Work with pre-approved job redesign consultants to redesign jobs and enhance workforce productivity. Benefits include customised job redesign solutions, funding support capped at $30,000, and job redesign consultancy support.",Workforce Singapore,https://www.wsg.gov.sg/home/employers-industry-partners/workforce-development-job-redesign/</home/employers-industry-partners/workforce-development-job-redesign/support-for-job-redesign-under-productivity-solutions-grant>,False
Accountancy Job Redesign Initiative,Helps enterprises to enhance the roles of F&A professionals and adopt technology to improve the function’s productivity. Benefits include funding for JR consultancy costs and increasing the value of F&A job roles.,Workforce Singapore,https://www.wsg.gov.sg/home/employers-industry-partners/workforce-development-job-redesign/</home/employers-industry-partners/workforce-development-job-redesign/accountancy-job-redesign-initiative>,False
Capability Transfer Programme,"Acquire and transfer global capabilities from foreign specialists to your local workforce. Benefits include localising global capabilities, developing local workforce with new skills, and receiving funding support.",Workforce Singapore,https://www.wsg.gov.sg/home/employers-industry-partners/workforce-development-job-redesign/</home/employers-industry-partners/workforce-development-job-redesign/capability-transfer-programme>,False
Tech-and-GO! Start Digital,Supports funding for IT solutions that are pre-scoped solutions from approved vendors or Green Lane.,National Council of Social Service,https://www.ncss.gov.sg/our-initiatives/tech-and-go/funding-support/</grants/organisation-development/tech-and-go/start-digital/>,False
Tech-and-GO! Go Digital,Supports agencies adopting non-pre-scoped/large-scale IT solutions to better resource utilisation and increase productivity.,National Council of Social Service,,False
Tech-and-GO! Grow Digital,Enables agencies to adopt non-pre-scoped/large-scale IT solutions that benefit clients or service productivity.,National Council of Social Service,,False
Tech-and-GO! Consultancy Subsidy,Explore a range of consultancy services to develop and implement a digital strategy for agencies evolving IT needs.,National Council of Social Service,https://www.ncss.gov.sg/our-initiatives/tech-and-go/funding-support/</grants/organisation-development/tech-and-go/consultancy-subsidy/>,False
Charities Capability Fund Info-Communications Technology Grant (Cat A),"Supports small & medium sized social service agencies for basic infrastructure components such as laptops, printers, etc.",National Council of Social Service,https://www.ncss.gov.sg/our-initiatives/tech-and-go/funding-support/<https:/www.charities.gov.sg/Pages/Charities-and-IPCs/Grants-and-Support-for-Charities-IPCs/Charities-Capability-Fund.aspx#>,False
Business Events in Singapore (BEiS),"The Business Events in Singapore (BEiS) scheme aims to attract and grow high-quality events in Singapore in the long term, as well as catalyse the innovation of new content. BEiS also supports activities that will build the foundation for quality business events in Singapore in the long term.",Singapore Tourism Board,https://www.stb.gov.sg/content/stb/en/assistance-and-licensing/grants-overview/business-events-in-singapore-beis.html,False
Business Improvement Fund (BIF),,Singapore Tourism Board,https://www.stb.gov.sg/content/stb/en/assistance-and-licensing/grants-overview/licensing-support/grants/business-improvement-fund/,False
Cruise Development Fund,,Singapore Tourism Board,https://www.stb.gov.sg/content/stb/en/assistance-and-licensing/grants-overview/licensing-support/grants/cruise-development-fund/,False
Experience Step-Up Fund,,Singapore Tourism Board,https://www.stb.gov.sg/content/stb/en/assistance-and-licensing/grants-overview/licensing-support/grants/experience-step-up-fund/,False
Kickstart Fund,,Singapore Tourism Board,https://www.stb.gov.sg/content/stb/en/assistance-and-licensing/grants-overview/licensing-support/grants/kickstart-fund/,False
Leisure Events Fund,,Singapore Tourism Board,https://www.stb.gov.sg/content/stb/en/assistance-and-licensing/grants-overview/licensing-support/grants/leisure-events-fund/,False
Local Enterprise and Association Development Programme (LEAD),,Singapore Tourism Board,https://www.stb.gov.sg/content/stb/en/assistance-and-licensing/grants-overview/licensing-support/grants/local-enterprise-and-association-development-programme/,False
Singapore On-Screen Fund,,Singapore Tourism Board,https://www.stb.gov.sg/content/stb/en/assistance-and-licensing/grants-overview/licensing-support/grants/singapore-on-screen-fund/,False
Tourism Product Development Fund,,Singapore Tourism Board,https://www.stb.gov.sg/content/stb/en/assistance-and-licensing/grants-overview/licensing-support/grants/tourism-product-development-fund/,False
Training Industry Professionals in Tourism,,Singapore Tourism Board,https://www.stb.gov.sg/content/stb/en/assistance-and-licensing/grants-overview/licensing-support/grants/training-industry-professionals-in-tourism/,False
Business Improvement Fund (BIF),,Singapore Tourism Board,https://www.stb.gov.sg/content/stb/en/assistance-and-licensing/grants-overview/business-improvement-fund-bif.html,False
Cruise Development Fund (CDF),,Singapore Tourism Board,https://www.stb.gov.sg/content/stb/en/assistance-and-licensing/grants-overview/cruise-development-fund-cdf.html,False
Experience Step-Up Fund (ESF),,Singapore Tourism Board,https://www.stb.gov.sg/content/stb/en/assistance-and-licensing/grants-overview/experience-step-up-fund-esf.html,False
Kickstart Fund (KF),,Singapore Tourism Board,https://www.stb.gov.sg/content/stb/en/assistance-and-licensing/grants-overview/kickstart-fund-kf.html,False
Leisure Events Fund (LEF),,Singapore Tourism Board,https://www.stb.gov.sg/content/stb/en/assistance-and-licensing/grants-overview/leisure-events-fund-lef.html,False
Tourism Product Development Fund (TPDF),The page for the Tourism Product Development Fund (TPDF) might have been moved or deleted. Try searching for this page instead.,Singapore Tourism Board,https://www.stb.gov.sg/content/stb/en/assistance-and-licensing/grants-overview/tourism-product-development-fund-tpdf.html,False
Training Industry Professionals in Tourism (TIP-IT),,Singapore Tourism Board,https://www.stb.gov.sg/content/stb/en/assistance-and-licensing/grants-overview/training-industry-professionals-in-tourism-tip-it.html,False
